insertId,logName,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.permissionType,protoPayload.authorizationInfo.resource,protoPayload.authorizationInfo.resourceAttributes.name,protoPayload.authorizationInfo.resourceAttributes.service,protoPayload.authorizationInfo.resourceAttributes.type,protoPayload.methodName,protoPayload.redactions.field,protoPayload.redactions.reason,protoPayload.redactions.type,protoPayload.request.@type,protoPayload.request.policy.bindings,protoPayload.request.policy.etag,protoPayload.request.resource,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.requestMetadata.destinationAttributes,protoPayload.requestMetadata.requestAttributes,protoPayload.resourceLocation.currentLocations,protoPayload.resourceName,protoPayload.serviceData,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.project_id,resource.type,severity,timestamp
-59kof0ebkax1,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-20T04:19:51.000230920Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-20T04:19:50.077422Z
ezxiwbeaqfed,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-20T04:19:49.949773602Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-20T04:19:49.440389Z
-31dwl1ep4wmd,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-20T04:11:10.869677979Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-20T04:11:10.701791Z
x0xni8ecuqnk,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-20T04:04:55.962146289Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-20T04:04:55.632101Z
ilo9dte3olt7,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-20T04:04:55.080620366Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-20T04:04:54.956934Z
4q95kveb6e8x,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: SELECT list must not be empty at [1:9],,2024-05-19T18:10:45.457451337Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T18:10:45.108636Z
-2ro9d6d8c0y,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,"[true,true]","[""bigquery.jobs.create"",""bigquery.datasets.create""]","[null,null]","[""projects/cloud-project-423707"",""projects/cloud-project-423707""]","[null,null]","[null,null]","[null,null]",jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,"[""global""]",projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,6,Already Exists: Dataset cloud-project-423707:test_schema,,2024-05-19T18:09:41.767106687Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T18:09:41.035612Z
-59h4e1ebfayu,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:49:38.621666948Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:49:37.616607Z
-4po6opebjwju,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Unexpected identifier `cloud-project-423707.test_schema.us_states` at [1:1],,2024-05-19T17:49:35.873544837Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:49:35.331452Z
ln7x9ve5tyw6,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:49:31.846029947Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:49:31.219150Z
b3ra7ceb077b,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:49:28.242526756Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:49:27.926359Z
8vxsuxe911rk,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: SELECT list must not be empty at [1:9],,2024-05-19T17:47:46.977758855Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:47:46.614940Z
-59cjbgebeym7,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: SELECT list must not be empty at [1:9],,2024-05-19T17:47:46.251560165Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:47:45.610926Z
ezxiwbe9zl52,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:13:27.363987529Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:13:27.073194Z
suxo0hebsp5i,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,"Syntax error: Unexpected identifier ""cloud"" at [1:1]",,2024-05-19T17:13:26.982114773Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:13:26.032700Z
-dbckgwd7g95,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Unexpected identifier `cloud-project-423707.test_schema.us_states` at [1:1],,2024-05-19T17:13:23.441148231Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:13:22.511844Z
b3ra7ceayzgn,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:13:06.912928080Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:13:05.997298Z
-v2848ceclkay,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,"Syntax error: Unexpected identifier ""cloud"" at [1:1]",,2024-05-19T17:13:03.758592568Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:13:03.148239Z
d1qfsoeaiaev,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,"Syntax error: Unexpected integer literal ""423707"" at [1:1]",,2024-05-19T17:12:59.642052471Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:12:59.439358Z
9fz891e64ben,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:12:50.727785762Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:12:50.564265Z
-3vn8cbecapc8,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Fdata_access,vijaydinni@gmail.com,[true],"[""bigquery.jobs.create""]",[null],"[""projects/cloud-project-423707""]",[null],[null],[null],jobservice.insert,,,,,,,,2401:4900:1cc4:5ebd:d95f:bee:2cc0:9216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36,gzip(gfe),gzip(gfe)",,,,projects/cloud-project-423707/jobs,[object Object],bigquery.googleapis.com,11,Syntax error: Expected end of input but got keyword SELECT at [9:1],,2024-05-19T17:12:48.488076688Z,cloud-project-423707,bigquery_resource,ERROR,2024-05-19T17:12:48.021950Z
-v2l20ye49x0k,projects/cloud-project-423707/logs/cloudaudit.googleapis.com%2Factivity,service-agent-manager@system.gserviceaccount.com,[true],"[""resourcemanager.projects.setIamPolicy""]","[""ADMIN_WRITE""]","[""projects/cloud-project-423707""]","[""projects/cloud-project-423707""]","[""cloudresourcemanager.googleapis.com""]","[""cloudresourcemanager.googleapis.com/Project""]",SetIamPolicy,,,,type.googleapis.com/google.iam.v1.SetIamPolicyRequest,"[{""role"":""roles/artifactregistry.admin"",""members"":[""serviceAccount:vdinni@cloud-project-423707.iam.gserviceaccount.com"",""user:vijaydinni@gmail.com""]},{""role"":""roles/artifactregistry.createOnPushRepoAdmin"",""members"":[""user:vijaydinni@gmail.com""]},{""role"":""roles/artifactregistry.createOnPushWriter"",""members"":[""serviceAccount:vdinni@cloud-project-423707.iam.gserviceaccount.com"",""user:vijaydinni@gmail.com""]},{""role"":""roles/artifactregistry.serviceAgent"",""members"":[""serviceAccount:service-891234251803@gcp-sa-artifactregistry.iam.gserviceaccount.com""]},{""role"":""roles/cloudbuild.builds.builder"",""members"":[""serviceAccount:891234251803@cloudbuild.gserviceaccount.com""]},{""role"":""roles/cloudbuild.serviceAgent"",""members"":[""serviceAccount:service-891234251803@gcp-sa-cloudbuild.iam.gserviceaccount.com""]},{""role"":""roles/connectors.serviceAgent"",""members"":[""serviceAccount:service-891234251803@gcp-sa-connectors.iam.gserviceaccount.com""]},{""role"":""roles/containerregistry.ServiceAgent"",""members"":[""serviceAccount:service-891234251803@containerregistry.iam.gserviceaccount.com""]},{""role"":""roles/integrations.serviceAgent"",""members"":[""serviceAccount:service-891234251803@gcp-sa-integrations.iam.gserviceaccount.com""]},{""role"":""roles/owner"",""members"":[""user:vijaydinni@gmail.com""]},{""role"":""roles/pubsub.serviceAgent"",""members"":[""serviceAccount:service-891234251803@gcp-sa-pubsub.iam.gserviceaccount.com""]},{""role"":""roles/run.serviceAgent"",""members"":[""serviceAccountId:110807718148405749646""]}]",BwYYz8X1RoU=,891234251803,private,,,,,projects/cloud-project-423707,,cloudresourcemanager.googleapis.com,10,Exception calling IAM: There were concurrent policy changes. Please retry the whole read-modify-write with exponential backoff. The request's ETag '\007\006\030\317\305\365F\205' did not match the current policy's ETag '\007\006\030\321(\216\351\320'.,,2024-05-19T16:34:28.358122326Z,cloud-project-423707,project,ERROR,2024-05-19T16:34:27.834230Z
